word,sentence
دوشیزه,"در حال حاضر صرفا طلاق‌های ""باین غیرمنقوله"" یا زمانی که فرد مطلقه دوشیزه باشد امکان حذف از شناسنامه را دارد"
اوردن,"وقتی با موضوع فرهنگ و مسائل فرهنگی برخوردی سیاسی شود مانند انچه در مورد حجاب رخ داد که نویسنده این یاد داشت در جایی دیگر به ان تحت عنوان ""حجاب سیاسی و یا سیاستی برای حجاب ""پرداخته ام،نتیجه ای جز اتفاقات اخیر در بر نخواهد داشت،که ضربات مهلکی بر پیکره فرهنگی کشور وارد خواهد اورد،امروز گویا چاقو و عربده کشی برعلیه کسانی که به دفاع از حریم ایمن عفاف و حجاب می پردازند،دارد یک سنت میشود!سکوت دستگاه های امنیتی و فرهنگی کشور برای چیست؟ایا از این وضعیت راضی هستند؟گشت های طرح امنیت اجتماعی کجایند تا به کمک ما دلسوزان انقلاب و اسلام بیایند؟ دشمن بیرونی هم با استفاده از برتری،تفوق و هژمونی سیستمی و محتوایی که در این حوزه دارد با به نمایش در اوردن فیلم های اموزشی، که روش های تجاوز و ادم ربایی را به مخاطبان یاد میدهد و به لطف اجرای قانون ممنوعیت استفاده از ماهواره!امروز مهمان سفره های فرهنگی خانه های ماست ،قطعا و یقینا در شکل گیری فضای کنونی فکری و فرهنگی ما نقش اساسی و جدی دارد که باید برای درمان این درد چاره ایی اندیشید"
اوردن,۱۳۹۱-۰۵-۳۰ ۱۷:۴۸:۱۴ رانت خواران با هم به توافق رسیدند تا بیشتر مردم را بچاپند و اقا زاده ها مخارجشان زیاد شده باید از جایی در بیاورند ۱۳۹۱-۰۵-۰۱ ۱۵:۴۰:۳۰ در  داخل بعضی قلبشان برای شیطان میتپد و بد شان نمیاد با فشار اوردن رو مردم  این تداعی بشود که با مذاکره و چشم گفتن مشکل حل میشود لذا با داخل باید با قدرت برخورد کرد تا مردم مظلوم طاوان عشق دیگران را ندهند
خضاب,و آن سر مقدس مهابتي عظيم داشت و نور از آن مي تابيد، محاسنش مدور، آميخته با اندکي موي سفيد به رنگ خضاب شده، با چشماني درشت و سياه، ابروها باريک و کشيده و به هم پيوسته، پيشاني باز، تبسم کنان به جانب آسمان، ديدگانش گويي سمت افق را مي نگريست و باد در محاسن او افتاده به راست و چپ مي برد، گويي که اميرالمومنين عليعليه السلام است
واداشتن,به رقص واداشتن آقای ترامپ و یک قرارداد 400 میلیارد دلاری در دیدار اخیر ترامپ و پادشاه عربستان، یقینا نقش موثری برای روی کار آمدن بن سلمان داشته است چون ترجیح ترامپ بن سلمان است
فکرکردن,فکرکردن به مشکلات زندگي مهم است
خواباندن,بخش عقبی خودرو نیز برای حمل بار در مسافرت مناسب است و نزدیک به 410 لیتر حجم دارد که با خواباندن صندلی سرنشینان عقب این حجم را تا 917 لیتر افزایش می‌یابد
تمثیل,وی در ادامه یاداورشد: تمثیل در قران و کتب ائمه زیاد است
خواباندن,"آنگاه برای خواباندن سیل اعتراض علما و مومنان در مطلبی به عنوان ""به خودآمدم"" ابراز ندامت کردید"
هییت,علامه طباطبایی 978 جمشیدیان لیلا هییت علمی / رییس شورای
جاافتاده,پیرمرد جاافتاده سیاستمداری که هیچ پروایی ندارد بر ضد مخالفان حرف بزند
جاافتاده,پیرمرد  جاافتاده سیاستمداری که هیچ پروایی ندارد بر ضد مخالفان حرف بزند
دریافتن,بدین گونه نیست که یک خط‌کش در کنار عکس‌ها قرار دهید و بفهمید که خورشید چقدر بزرگ است! رصدخانه دینامیک خورسیدی دقت لازم برای دریافتن اندازه واقعی خورشید را ندارد
گند,به‌قول مولانا: «ما د‌‌ر این انبار گند‌‌م می‌کنیم/ گند‌‌م جمع آمد‌‌ه، گم می‌کنیم/ اول ‌ای جان د‌‌فع شر موش کن/ وانگهان، د‌‌ر جمع گند‌‌م کوش کن»
فکرکردن,قاعده ضرب هایزنبرگ آشفته‌خاطرم کرد، و پس از یک هفته فکرکردن و کوشیدن، ناگهان به یاد یک نظریه جبری افتادم که از استادم
ضربی,چنین چندجمله‌ای‌های درجه‌دومی نزد ریاضیدانان کاملا آشناست، و ماتریس خوانده می‌شوند، و قواعد ضربی مختص خود را دارند
شتری,زمانی که شخص بزرگی از دنیا می رفت، در کنار قبرش گودالی حفر كرده و شتری را در آن حبس می نمودند تا از گرسنگی و تشنگی بمیرد، تصور بر آن بود که میت در روز حشر بدون وسیله نماند! معتقد بودند شخص مار و عقرب‌ گزیده، اگر فلز مس همراهش باشد، می میرد، برای همین گردن بندی از طلا یا نقره به او آویزان می کردند
کشدار,این «بازي» البته این روزها آن قدر کشدار و پر هیجان شده که مردم هر روز منتظر اتفاقی تازه در آن هستند و هر تصمیمی که دولت و شورای رقابت می‌گیرند، معمولا با واکنش منفی آبی و نارنجی‌های جاده مخصوص مواجه می‌شود، که البته تازگی ندارد
فراگرفتن,قائم مقام وزیر بهداشت در امور دانشگاه ها درباره علت فراگرفتن آموزش های این پزشکان ایرانی در کشور آلمان عنوان کرد: ما یک الگوی جدیدی را بین ایران و مرکز بیماری های اعصاب هانوفر آلمان طراحی کردیم؛ یک مدل جدید است و چنین افرادی را در ایران نداشتیم، یعنی افرادی که هم کار کلینیکی انجام می دهند و هم کار تحقیقاتی می کنند، این یک مدلی است که ما شروع کردیم و نتایج آن نیز به بار می نشیند؛ فکر می کنم تجربه خوبی هم خواهد بود
تمثیل,مثلاً شلوار لی پوشیدن - البته نمی‌خواهم بگویم که کلّاً این لباس برای جوانان هم درست است، یا درست نیست، فقط از باب تمثیل عرض می‌کنم - برای کسی که در سن پنجاه، شصت سالگی است، قبیح است
