word,sentence
گستردن,» (9) با پذيرش اين ديدگاه هم ديگر نمي‏توان از مردم‏سالاري ديني دم زد; زيرا جوهره سكولاريستي مردم‏سالاري; يعني نفي دين از صحنه حكومت و سياست و مردم‏سالاري ديني يعني «حكومت مردمي سكولاريستي مبتني بر دين‏» و اين يعني همان «كوسه ريش پهن!» بنيانگذار جمهوري اسلامي و ديگر متفكران همراه ايشان; از جمله استاد شهيد، در صدد ارائه الگويي از حكومت‏به جهان بودند كه علاوه بر داشتن مزاياي مردم‏سالاري، از نقايص مردم‏سالاري ليبرال هم بري‏ء بوده و مزاياي فراوان ديگر هم داشته باشد و لذا فكر و انديشه «مردم‏سالاري ديني‏» و «جمهوري اسلامي‏» شكل گرفت كه در آن قانونگذاري، به اعتقاد اسلامي مردم، فقط مختص خداست و مردم مسلمان با پذيرش قانون خداوند، به تعيين مجريان مي‏پردازند و به ياري و رهبري آنان قانون خدا را در كشور اجرا مي‏كنند و به گستردن عدل و داد و رفاه عمومي همت مي‏ورزند
امدن,کاهش درامدهای نفتی به علت پایین امدن قیمت نفت برای عراق گران تمام شده است
نخودی,قهرمان محلی: طرفداران بولتون (Bolton Wanderers) ممکن است ماریو ژاردل (Mario Jardel) را با صدای لرزان و خندیدن‌های نخودی در خاطر داشته باشند
ضربی,آلبوم «سپیدار» اثر تازه حمید متبسم اجرا و رونمایی شد   شبستان   ۴ روز پیش به گزارش خبرگزاری شبستان و به نقل از روابط عمومی این برنامه؛ «سپیدار» که دومین آلبوم تک‌نوازی حمید متبسم به شمار می‌آید و شامل شش قطعه ضربی بر اساس ردیف دشتی است، شنبه‌شب برای مخاطبان به اجرا درآمد
ضربی,آلبوم تازه حمید متبسم رونمایی شد   ایلنا   ۴ روز پیش به گزارش ایلنا، سپیدار که دومین آلبوم تک‌نوازی حمید متبسم به شمار می‌آید و شامل شش قطعه ضربی براساس ردیف دشتی است، شنبه‌شب برای مخاطبان به اجرا درآمد
کشدار,کشدار بودن برخی سکانس ها، کند بودن پیشرفت داستان از جمله نقاط منفی این سریال است که چنانچه برخی از صحنه ها کوتاه و یا خلاصه شود، اثر بهتری روانه تلویزیون می شد
گند,بخش كشاورزي با انتخاب مد‌يران باتجربه و آزمود‌ه توانست ساماند‌هي خوبي به بخش بد‌هد‌ و د‌ستاورد‌ د‌ولت اصلاحات د‌ر خود‌كفايي گند‌م را كه د‌ر د‌ولت قبلي به وارد‌ات چند‌ ميليون تني بازگشته بود‌ د‌وباره به مد‌ار خود‌كفايي آورد‌؛ به طوري كه وزارت جهاد‌ كشاورزي مورد‌ تشويق بزرگان نظام قرار گرفت
امدن,""" به نظر می‌رسد هنوز هم ""جمشید بسم‌الله""ها در بازار مشغول به فعالیت هستند؛ اما این بار با تلاش برای کاهش صوری قیمت سکه و ارز که هیچ مبنای اقتصادی خاصی ندارد، سرمایه مردم با قیمتی ارزان خریداری می شود تا در ماه‎های آینده و بوجود امدن برخی بهانه ها، مجددا این جمشید بسم الله ها باشند که با تغییر قیمت، جیب های خود را پر پول کنند"
پیچاندن,در شرحش هم نوشت:‌ »بیشتر مجریان تلویزیون خدمت سربازی رفته‌اند و این  هم تصویر کارت پایان خدمت دوست خوبم مرتضی حیدری، قابل توجه  فوتبالیست‌هایی که خدمت را پیچاندن و هنوز هم در پیچ آن به سر می‌برند
شیلینگ,۴۰- کریستوف شیلینگ؛ مدیر عامل گنوماتیکا
جاافتاده,یکی از این  موارد موضوع «تغییر» بود، این‌که یک بوروکراسی جاافتاده‌ای در سیستم سیاسی  آمریکا وجود دارد و قدرت بین طایفه کلینتون‌ها و بوش‌ها جابه‌جا می‌شود،  ترامپ در این مسئله جمهوری خواهان و دموکرات‌ها را با یک چوب زد و اعلام  کرد که  من جزو این اشرافیت و اقلیت سیاسی آمریکا نیستم و می‌خواهم مردم را  دریابم، مردمی که فقیرتر هستند و از سیاست ورزان تابه‌حال هیچ خیری  ندیده‌اند
جاافتاده,وجه تشابه ترامپ با ایران این است که در اینجا هم عده‌ای مثلاً بگویند  مهاجران افغان در ایران آمار بیکاری را بالابرده‌اند و یا ما یک بوروکراسی  اشرافی جاافتاده داریم که حکومت در بین یک عده افراد دست‌به‌دست می‌گردد  و
امدن,در ابتدای این گفتگو غلامحسین شافعی با اشاره به اینکه این نگاه که سازمان استاندار یک سازمان مچ گیر است، در حال از بین رفتن است، گفت: بنابراین این نگاه در حال به وجود امدن است، سازمان استاندارد در مراحل تولید جزیی از مراحل پیشرفت است
بادکردن,معاون عملیات سازمان آتش نشانی اهواز،  احتمال یافتن جسد در روز یک‌شنبه را نیز ضعیف عنوان کرد و افزود: معمولا در  چنین مواردی آب رودخانه، جسد را دو سه کیلومتر جابه جا می‎کند و پس از  حدود چهار روز فرد متوفی براثر بادکردن بدن، روی آب می‎آید
پرکننده,شریف‌زادگان در همین مورد توضیح داد: در وهله نخست سیاست‌های اجتماعی نظیر آموزش بهداشت، بیمه‌های اجتماعی، تامین مسکن حداقل و زمینه‌سازی برای ایجاد فرصت‌های شغلی، پرکننده شکاف‌هایی است که ضرورتاً پس از اجرای سیاست‌های اقتصادی در جامعه ایجاد می‌شود
هییت,توضیحاتی درباره یک جدایی یک عضو هییت نمایندگان اتاق تهران با حضور در کافه خبر موضع خود را در رابطه با تفکیک یا احیای وزارت بازرگانی مطرح کرد
هییت,یک عضو هییت نمایندگان اتاق تهران با حضور در کافه خبر موضع خود را در رابطه با تفکیک یا احیای وزارت بازرگانی مطرح کرد
هییت,»  این عضو هییت نمایندگان اتاق تهران گفت:«متاسفانه در همه دولت ها به دلیل ناهماهنگی بخش های اقتصادی گرفتاری هایی برای اقتصاد کشور به ویژه در سازمان برنامه و بودجه، بانک مرکزی، وزرات اقتصادی به وجود آمده است
خواباندن,به یک طرف خواباندن فرد، موجب تسهیل تنفس شده و از خفگی جلوگیری می کند
دورکردن,روانشناسان، هفت راهکار را برای دورکردن نگرانی مطرح کرده‌اند که شامل موارد زیر است:   1- فراموش کردن مواردی که نمی توانید تغییر دهید اتفاقاتی که در گذشته باعث نگرانی شما شده است را فراموش کنید
اژانس,بهتره کمی رو زیاده خواهی رو بذارید کنار پنجشنبه 24 فروردين 1396 ساعت 07:48 Vote down! -57 جا داره اینجا از تموم کسای ک این عمل و کار و انجام دادن تشکر کنیم و کسای ک میگن صرف نمیکنه واس چی کار میکنی خب نکن اجباری نیسته بزاه حدااقل یه نفر دیگه یه لقمه نون در اره پنجشنبه 24 فروردين 1396 ساعت 07:03 Vote down! -52 خیلی خیلی خوبه هم تپسی هم اسنپ نمیدونم اینای ک میگن بده واس چی انقدر دنبالش سگ دو میزنن خب اقا جون مگه اجباریه خب کار نکن پنجشنبه 24 فروردين 1396 ساعت 06:59 Vote down! -53 سلام منم یه راننده اژانس هستم که متعصفانه بعد از تعطیل شدن محل کارم در سعادت اباد مجبور به کار کردن در تبسی و اسنپ هستم دوستان مطمئن باشید ماشینی که ساعت ها روشن باشه ده ساعت هر چی کار می کنی باید خرج خودش کنی خود رتننده هم که نه جایی بزای استراحت داره  بیمه هم بهش اضافه کن بعد از مدتی خواهیم فهمید که فقط ضرر پنجشنبه 24 فروردين 1396 ساعت 05:32 Vote down! -47 راننده بعد از چندوقت کار در این شرکت و یا شرکتهای مشابه دلسرد میشه
جاافتادن,البته با جاافتادن قانون، این روند تاحدودی بهبود یافته است
ریزریز,دست‌هایم را محکم توی جیب‌های لباسم فرو می‌کنم و دستمال‌های ریزریز شده‌ی ته جیبم را احساس می‌کنم
ابادان,تاريخ انتشار: شنبه،۷ مرداد ۱۳۹۶ ساعت انتشار: ۰۹:۳۳ پس از مصاحبه جنجالی؛ منصوریان به کمیته اخلاق احضار شد به گزارش خبرنگار ورزشی ایلنا، علیرضا منصوریان به دلیل اظهارات شب گذشته خود در کنفرانس مطبوعاتی پس از دیدار استقلال و نفت ابادان به کمیته اخلاق فدراسیون فوتبال احضار شد
دوشیزه,شنبه 30 مرداد 1395 - 04:29:00 | کد مطلب: 342106 چاپ يك جرعه كتاب نورولت کجاست؟ کودک و نوجوان > آثار نوجوانان - چه‌طور می‌شود آدم عاشق فیلم‌های جنگی و کار با دوشیزه «ولکر» که زمانی پرستار بوده، باشد و خون‌‌دماغ‌ هم نشود؟ «جك گانتوس» پسري است كه مادرش مي‌خواهد سربه‌تنش نباشد، بس كه لباس‌هايش را خوني مي‌كند
نخودی,وی در پایان یادآور شد: از کل پسته تولیدی، 30 هزار تن در بازار داخل مصرف و 30 هزار تن به‌صورت ضایعات به‌شکل نخودی و سربسته تولید می‌شود که قابلیت صادرات ندارد
حنبلی,وی تصریح کرد: در ادوار طولانی گذشته، پیروان مذاهب گوناگون در کشورهای اسلامی شیعه، حنفی، حنبلی، مالکی، شافعی، علوی، صوفی در کنار هم زندگی مسالمت آمیزی داشتند ولی در طول یک دهه اخیر، با موجی از عینیت‌های کور که برخی از پیروان مذاهب را کافر خطاب نمایند دیده شد که آسیب‌های زیادی به وحدت امت اسلامی زد و برخی از کژ اندیشان منطقه هم در این دام افتادند
ضربی,شاید برخی معتقد باشند که شنوندگان تحمل آواز را ندارند که به نظر می‌رسد گروهی با ظرفیت گروه شمس می‌توانست قطعه‌ای ضربی را چاشنی کار کند تا خواننده روی این قطعه به آوازخوانی بپردازد و از دیگر سو شنونده هم احساس ملال نکند
ارام,اگر این پهلوان پنبه‌های جوان نشریات نشخوار گر اهل نبرد بودند حداقل یکی ازآنها را در طول این هشت سال در یکی از خطوط ارام پشن جبهه می‌دیدیم که ندیدیم
خز,"طی یک مطالعه مشخص شد دریافت روزانه دوزهای بسیار بالای 2,600 میلی گرم در هر کیلوگرم از وزن بدن برای 13 هفته یا تا دو سال ممکن است موجب برخی عوارض جانبی جدی در موش ها شود که از آن جمله می توان به بزرگ شدن اندازه کبد، لکه دار شدن خز، زخم های معده، التهاب و خطر افزایش یافته سرطان روده(Colon Cancer) یا کبد اشاره کرد"
جداشدن,سیاست مجلس تعداد اعضای مجلس خبرگان رهبری از ۸۶ به ۸۸ نفر افزایش پیدا کرد طبق پیشنهاد جدید کمیسیون آیین نامه با توجه به جداشدن کرج از تهران و تأسیس استان البرز، مقرر شد ۲ نماینده از این استان به نمایندگی از مردم، وارد مجلس خبرگان رهبری شوند به گزارش «نسیم»، بر این اساس عده نمایندگان مجلس خبرگان 88 نفر به شرح ذیل می­باشد: استان تهران 16 نفر استانهای خراسان رضوی و خوزستان هر کدام 6 نفر استانهای اصفهان، آذربایجان شرقی و فارس هر کدام 5 نفر استانهای گیلان و مازندران هر کدام 4 نفر استانهای آذربایجان غربی و کرمان هر کدام 3 نفر استانهای اردبیل، البرز، سیستان و بلوچستان، قزوین، کردستان، کرمانشاه، گلستان، لرستان، مرکزی و همدان هر کدام 2 نفر استانهای ایلام، بوشهر، چهارمحال بختیاری، خراسان جنوبی، خراسان شمالی، زنجان، سمنان، قم و کهکیلویه و بویراحمد، هرمزگان و یزد هر کدام 1 نفر از تاریخ تصویب این قانون هر گونه افزایش تعداد نمایندگان خبرگان پس از بررسی­های لازم و با توجه به میزان جمعیت و تقسیمات جغرافیای کشور و مصالح ملی براساس پیشنهاد هیأت رئیسه در آخرین سال هر دوره و تصویب مجلس خبرگان رهبری خواهد بود
خواباندن,هنوز مشکلش را با خروج هایش حل نکرده و برایش تیم ملی را از دست داده و هنوز هم روزهای خوبش را این قدر ساده خراب می کند ، آن وقت دیگر نیازی به فریاد زدن سر دفاع ها هم نیست و لبخوانی حرف های گلر و کاپیتان تیم ، بعد از گل خوردن شوک برانگیز نمی شود! این باور منصوریان هم که بیرون رفتن مهدی از دروازه برای خواباندن جو هیجانی طرفداران ، اگر هم درست باشد ، این پرسش را ایجاد می کند که اگر دروازه بان تیم که بازوبند کاپیتانی را هم بر بازو دارد ، نمی تواند این انطباق ذهنی را داشته باشد که خیلی سریع برگردد و آماده باشد ، بهتر نیست مسئولیت کاپیتانی را به بازیکنی دیگر واگذار کند؟ مثل خیلی از تیم های دیگر دنیا که به جای دروازه بان ، به یک بازیکنی در میانه زمین می دهند تا مشکلات اینچنینی برای شان ایجاد نشود
امدن,یکی از ساکنان مغان می گوید: لحظات ابتدایی روز که قصد بیرون امدن از منازل خود را داریم بوی سم همه جا را فرا گرفته و باعث می شود حتی نفس کشیدن هم برایمان سخت باشد
صادرکردن,**اصلا چه اشکالی دارد تیزرهای فیلم های ایرانی از شبکه های ماهواره ای غیرمعاند پخش شوند؟ حتی در جلسه افطاری دکتر روحانی با سینماگران، یکی از هنرمندان گفت وقتی می توانیم از تریبونی مثل ماهواره برای صادرکردن نظرات، دین و فرهنگ مان حسن استفاده را کنیم، چرا از این فرصت استفاده نکنیم! چون چه بخواهیم یا نخواهیم، به هرحال، شبکه های مجازی و ماهواره وجود دارد و انکارنشدنی هستند
برخوردکردن,اگر اعتدال بر آن منوال ادامه داشته باشد و بتواند برخي مخالفان داخلي برجام و طرفداران آن‌گونه شعارها را به حمايت از حقوق مردم فلسطين و جبران خسارات تاريخي آنان در قالب حمايت از اقدام دسته‌جمعي اعراب و اتحاديه عرب و تبعيت از قطع‌نامه‌هاي مغفول‌مانده شوراي امنيت ترغيب کند، امکان مصالحه و رفع خطر و ايجاد آرامش و امنيتي که لازمه توسعه روابط اقتصادي و توسعه اقتصاد و رفاه ملي است، وجود دارد؛ اما موضوعاتي مانند ريزگردها و مسائلي طبيعي که واقعيت‌هاي رفع‌شدنی هم در دل دارند، ناگهان رنگ سياسي به خود مي‌گيرند که برخوردنکردن با آن تبعاتي دارد و برخوردکردن هم عواقب بدتر
مسیله,وی می نویسد:در عهد سلاطین کیان ، قم محل اجتماع آب رودخانه های فرقان و اناربار و چراگاه رمه کیقباد بود؛‌ لیکن در وقت لشکر کشی کیخسرو به توران بر اساس حکم پادشاه بیژن پسر گیو ، بابر قمرود را شکافته و آب را به طرف مسیله جاری ساخته و این اراضی از آب خارج گشته است
