word,sentence
ضربی,سقف زیرزمین این خانه نیز طاق ضربی و قوس‌های اجرا شده بر طاق‌نمای آن از نوع هفت و هشت هلالی می‌باشد
گستردن,توسعه نامتوازن شبکه حمل ونقل عمومی به ویژه مترو در برابر تعجیل در تکمیل شبکه بزرگراهی که به منزله گستردن فرش قرمز برای خودروهای شخصی است، سبب شده سهم مترو از کل جابه جایی های درون شهری زیر 20 درصد باشد
خمار,اما دستش از همه‌جا کوتاه بود و دختر خمار و نشئه در کنج خانه دیگری صبح را شب می‌کرد: «دخترم یک بیمار بود و من ناآگاه بودم
درخشیدن,مادر و دخترهای سینمای ایران دختران کوچکی که استعداد ذاتی درخشیدن روی پرده نقره ای را از خانواده به ارث برده اند
درخشیدن,مجله دیده بان: دختران کوچکی که استعداد ذاتی درخشیدن روی پرده نقره ای را از خانواده به ارث برده اند
درخشیدن,در بزرگسالی فرصت خوبی برای درخشیدن در مقابل دوربین به دست می آورند
درخشیدن,او علاوه بر بازی و درخشیدن در کنار سوپراستارهای مرد آن دوران، در چند فیلم هنری و متفاوت با موج عمومی فیلمسازی نیز درخشیده بود
درخشیدن,به نظر می رسد دختر جمشید اسماعیل خانی، سمپاتی خاص مادرش را برای درخشیدن در سینما ندارد اما شاید بتواند به عنوان بازیگری متفاوت، تجربه های متفاوتی نیز به دست بیاورد
تاباندن,کاربر امکان تاباندن صفحه گوشی هوشمند خود بر روی هر
پزو,جسد وی در داخل خودروی پزو پارس آبی رنگش از سوی عابران کشف شده بود
درخشیدن,به نظرم این درخشیدن هم تلاش خودشان است و هم خواست خداوند است
شیلینگ,به گزارش گروه اقتصادی خبرگزاری دانشجو ، محمدرضا نعمت زاده وزیر صنعت، معدن و تجارت در دیدار با هانس بورگ شیلینگ وزیر دارایی اتریش و هیئت اقتصادی همراه اظهار داشت: اتریش همراه با آلمان همواره برای همکاری های اقتصادی با ایران پیش قدم شده و در حال حاضر فرصت های خوب اقتصادی و تجاری برای دو کشور فراهم شده است
