word,sentence
تمثیل,ماده 1107 قانون مدنی نفقه زن را همه نیاز‌های متناسب و متعارف با وضعیت زن دانسته است و مواردی را من باب تمثیل ارائه نموده است
تمثیل,در ماده 608 قانون مجازات اسلامی به تعریف جرم توهین و هتک حرمت اشخاص پرداخته است و مثال‌هایی را من باب تمثیل ذکر کرده است و قانونگذار دامنه توهین را منحصر به فحاشی و استعمال الفاظ رکیک ندانسته است
گستردن,و از «نور»، چه انتظارى است، جز درخشيدن و فروغ‏گستردن و گرما بخشيدن؟! در غدير، دستى که فرا رفت، دست‏خدا بود، زبانى که «على‏مولاه‏» را سرود، زبان خدا بود، دستى هم که به عنوان «مولى‏» بالا رفت و همگان‏ديدند، دست‏خدا بود، «على‏»، راه و صراط بود، چراغ و مشعل بود، خط سير و مسيربود، «غدير»، راهى بود که روندگان را به «على‏» مى‏رساند
پرکننده,امروزه در صنعت، عموما از نانوسیلیکای فومی به عنوان پرکننده، برای افزایش خواص پوشش‌های شفاف استفاده می‌شود
پرکننده,در این راستا از دو نوع نانوسیلیکای فومی و رسوبی به عنوان پرکننده در پوشش فوق استفاده شد
پزو,پزو روبروست پیروزی ترامپ را به عنوان تهدیدی بر اقتصادش
سیه,متن این شعر بدین شرح است:   محمّدا به که مانی، محمّدا به چه مانی «جهان و هر چه درو هست صورتند و تو جانی» حکایتی که تو داری به هیچ چامه نگنجد فزون ز طاقتِ اندیشه و زبان و بیانی ندانمت چه بنامم، ندانمت چه بخوانم که هرچه گویم و خوانم، چو بنگرم، به از آنی تو در خیال نیایی، تو در قیاس نگنجی که خود حقیقت برتر ز فهم و وهم و گمانی تویی که رشتۀ پیوند آسمان و زمینی تویی که پنجرۀ روشنِ زمین و زمانی تویی که صاحب خُلق عظیم و طبع کریمی تویی که صاحب صبر جمیل و قدر گرانی تویی که در شبِ تاریکِ دهر نور امیدی تویی که در تن دنیای خسته روح و روانی پیام‌آورِ توحید و عدل و حکمت و عقلی رسول رحمت پروردگار عالمیانی تو آن درخت برومند بوستان بهشتی که میوۀ گل اخلاق بر زمین بفشانی به راه حقّ و عدالت دمی ز پا ننشینی مگر نهال عدالت به دست خود بنشانی روا به کیش تو هر چیز پاک و طیب و طاهر حرامْ هر چه پلیدی بر او نشانده نشانی تو بندِ بردگی از پای خَلقِ خسته گشایی نجات‌بخش خلایق ز رنجِ بارِ گرانی ز ابر تیره ببارد به آبروی تو باران نگاهدارِ یتیمان، پناهِ بیوه‌زنانی به باغ عشق و محبّت، گل همیشه بهاری نه آفتی به بهار تو می‌رسد نه خزانی نشسته نزد فقیران، به مهربانی و نرمی ستاده بر سرِ راهِ ستمگران جهانی لطیف و نرم، چو باران، به خاک خشک بیابان به دشت تشنۀ ایمان، تو جویبار روانی تویی که محرم رازی، تویی که اهل نمازی خوشا شبِ تو که هر شب نماز عشق بخوانی نماز خواندی و از دیده سیل اشک گشودی فدای قطرۀ اشکی که در نماز فشانی محمّدا تو کریمی، محمّدا تو رحیمی محمّدا تو امینی، محمّدا تو امانی سعیدْ آن که تو او را به‌سوی خویش بخوانی شقی‌است آن که تواَش از حریم خویش برانی تو عزّت و شرف و مجد و فخر و فرّ و شکوهی تو پشتوانه و پشت‌وپناه و توش‌وتوانی ستونِ خانۀ ایمانِ بندگان خدایی عمودِ خیمۀ اسلامِ مسلمین جهانی هزار چشمۀ حکمت، هزار زمزم رحمت ز قلب پاک تو جوشیده آشکار و نهانی غبار هیچ پلیدی به دامنت ننشیند تو پاک‌دامن و پاکیزه‌طبع و پاک‌زبانی خدای خواسته تا قدر و منزلت به تو بخشد خدای خواسته قرآن بماند و تو بمانی به پنج نوبت، گلدسته‌ها ز مشرق و مغرب زنند بانگ «محمّد» بدان زبان که تو دانی ستوده آمد نامت، شنوده باد پیامت بلند باد مقامت، که سرو باغ جنانی تویی که ریشه و اصلی، تویی که حلقۀ وصلی نشسته در دلِ خُرد و کلان و پیر و جوانی جهان پُر است ز خشم و خروش و خیزش امّت رسیده موج رهایی ز هر کران به کرانی بِهِل که خصمِ سیه‌دل زبان به‌هرزه گشاید کجا رسد به تو ای مه ز بانگ هرزه زیانی بریده باد دو دستی که در جفای تو کوشد شکسته باد اگر وا شود به‌یاوه دهانی چگونه لاف سخن در ستایش تو توان زد تویی که لایقِ مدح تو نیست هیچ زبانی سزد که عذر ز تقصیر خویش خواهم و زین پس سپر بیفکنم و زه نیفکنم به کمانی کلمه های کلیدی
خز,دومین قاب نشانگر گل های کوچک شش پر است که بطور منظم در طول یک خز مارپیچ، به تناوب، قرار گرفته اند
نخودی,رنگهای دیگری همچون: سیاه (بخصوص در خطوط محیطی نقشها)، آبی تیره، گلی همانند رنگ های آزاد یا بنفش، سفید عاجی، سبز نخودی، سبز کهنه، و قرمز تیره و زرد خردلی نیز استفادهمی شوند و غالب رنگها، گیاهی است
جاافتاده,در نگاه نخست چنین می نماید که متن قالی را پراکندگی تصاوفی یا انمنضبط ِ نقش مایه های گلسرخی، برگ نخلی، شاخه و پیچی، و نیز تک گلدانی جاافتاده ، پر کرده است
نخودی,در سالهای اخیر رنگهای اصلی فرش قم را 16 رنگ بشرح ذیل تشکیل داده اند: لاکی روشن و تیره – سرمه ای- کرم روشن و تیره – نخودی – بژ – قهوه ای سوخته و روشن – آبی روشن و سیر – مشکی – خاکی – طلایی و مسی قم یكی از مهم ترین مراكز تولید فرش های گل ابریشم و كركی و تمام ابریشم است و فرش های آن اكثر در اندازه های ذرع و نیم و دو ذرعی و ابعاد چهار و هفت و دوازده متر مربع بافته می شود
شتری,این رنگها عبارتند از: سفید برفی، سفید شیری، مشکی، سرمه ای، بژ روشن، بژ سیر، خاکی روشن، خاکی سیر، آبی نفتی، آبی روشن، آبی فیروزه ای، آبی الماسی، سبز یشمی، سبز سیدی، سبز ساق چناری، سبز سدری، سوخته ای، دارچینی روشن، دارچینی سیر، مله ای شتری، مله ای زیتونی، گوجه ای ، طوسی سیر، طوسی روشن، کرم کاهی، کرم شسته، مسی سیر، مسی روشن، مسی پوست پیازی، قهوه ای سیر، قهوه ای روشن وضعیت فعلی براساس آمارگیری صنعت و معدن که در سال 1373 شمسی انجام شده است، در استان قم 3163 واحد کارگاه قالیبافی دایر می باشد
جداکردن,"آیت‌الله سبحانی: برخی به دنبال از بین بردن ارزش‌های دینی هستند این مرجع تقلید افزود: ماهواره‌ها در تلاش هستند که ارزش‌ها را ضد ارزش و ضدارزش را ارزش معرفی کنند/ اگر رسانه‌های ما گوینده و بازیگران را به گونه‌ای نشان دهند که گناه در چشم افراد کوچک شود، این خود نوعی اشاعه گناه است یکشنبه ۱۹ شهریور ۱۳۹۱ آیت‌الله جوادی آملی در دیدار رئیس دانشگاه آزاد اسلامی: معنای اسلامی بودن دانشگاه‌ها این نیست که تنها مسجد داشته باشند/ حداقل دینداری دانشگاه‌ها این است که دختران و پسران کنار هم نباشند/ متون درسی باید اسلامی شود چهارشنبه ۳ خرداد ۱۳۹۱ اخبار آرشیوی آیت‌الله سبحانی در دیدار با تعدادی از مدیران اجرایی استان قم: قوای سه‌گانه باید تلاش خود را برای عملی شدن شعار سال که از سوی مقام معظم رهبری به کار گیرند و با بستن درب‌های کشور به روی واردات کالا از تولید داخلی حمایت کنند/ تفکیک جنسیتی در دانشگاه‌ها باید با جدیت دنبال شود پنج شنبه ۳ فروردین ۱۳۹۱ اخبار آرشیوی وقایع خرداد 90/ فرهنگی - دیدگاه آیت‌الله صافی گلپایگانی در خصوص طرح تفکیک جنسیتی در دانشگاه‌ها: هزینه مالی اجراء تفکیک جنسیتی، هر قدر باشد قابل تحمل است و ملت ما که برای برقراری نظام اسلامی و احکام اسلام ده‌ها هزار شهید تقدیم داشته، از این هزینه‌ها استقبال می‌کنند پنج شنبه ۱ دی ۱۳۹۰ عضو فراکسیون زنان مجلس: هم‌اکنون دانشجویان دچار سوء تفاهم شده‌اند؛ هدف اصلی ""اسلامی شدن دانشگاه‌ها"" جداسازی دختران و پسران نیست بلکه حاکمیت روح معنوی است دوشنبه ۳۰ آبان ۱۳۹۰ اخبار آرشیوی رئیس نهاد نهایندگی مقام معظم رهبری در دانشگاه تهران: دانشگاه‌هایی که از ابتدا تک جنسیتی نبوده‌اند در صورتی که الان بخواهند این طرح را اجرایی کنند باید ملاحظات زیادی را مد نظر قرار داده و به صورت مشروط آن را اجرایی کنند شنبه ۲۹ مرداد ۱۳۹۰ اخبار آرشیوی معاون فرهنگی وزیر علوم با اشاره به بررسی طرح راه‌اندازی حداقل یک دانشگاه دخترانه برای هر استان در شورای اسلامی شدن دانشگاه‌ها، از بررسی سه طرح در زمینه عفاف و حجاب در دانشگاه‌ها توسط این شورا خبر داد یکشنبه ۱۶ مرداد ۱۳۹۰ رئیس دانشگاه زابل در گفتگو با «نسیم»: آموزش‌عالی کشور هیچ تلاشی مبنی بر جداسازی کامل دختران و پسران در دانشگاه‌ها ندارد و تا کنون چنین طرحی به دانشگاه‌ها ابلاغ نشده است یکشنبه ۹ مرداد ۱۳۹۰ عضو موسسه آموزشی - پژوهشی امام خمینی(ره) در یادداشتی، دلیل اصلی ادعای ناسازگار بودن بطن مدرن دانشگاه‌ها و ریشه سنتی طرح تفکیک جنسیتی را بایکوت کردن این طرح در جامعه توصیف کرد شنبه ۸ مرداد ۱۳۹۰ رئیس دانشگاه یاسوج در گفتگو با «نسیم»: اجرای طرحی با عنوان تفکیک جنسیتی در دانشگاه‌ها مطرح نیست/ اسلامی‌سازی دانشگاه‌ها از طریق اجرای طرح گسترش فرهنگ عفاف و حجاب ایجاد می‌شود جمعه ۷ مرداد ۱۳۹۰ رئیس دانشگاه آزاد اسلامی از جذب 35 هزار عضو هیأت علمی در این دانشگاه خبر داد و اعلام کرد؛ با این تعداد اعضای هیأت علمی دانشگاه آزاد اسلامی به 75 هزار نفر میرسد چهارشنبه ۵ مرداد ۱۳۹۰ اخبار آرشیوی رئیس دانشگاه صنعتی شهرکرد با بیان اینکه اختلاط جنسیتی جوانان در دانشگاه‌ها به نفع جامعه نیست، عنوان کرد؛ اجرای طرح تفکیک جنسیتی در دانشگاه‌ها با سختی‌هایی روبرو است اما این طرح باید گام به گام در دانشگاه ها اجرا شود دوشنبه ۳ مرداد ۱۳۹۰ رئیس دانشگاه صنعتی شاهرود در گفتگو با «نسیم»: اجرای طرح تفکیک جنسیتی و جداکردن کامل کلاس‌های درس در رشته‌های صنعتی امکان‌پذیر نیست زیرا در این کلاس‌ها دختران در اقلیت جمعیتی قرار دارند یکشنبه ۲ مرداد ۱۳۹۰ یک پژوهشگر مسایل فرهنگی درباره طرح تفکیک جنسیتی، پیشنهاد داد؛ به جای تفکیک جنسیتی دانشجویان در ""یک دانشگاه""، ""دانشگاه‌های یک استان"" در یک رشته مشخص شده و متناسب با فراوانی جنسیت تفکیک شود دوشنبه ۲۷ تیر ۱۳۹۰ سرپرست دانشگاه جیرفت با بیان اینکه اجرای ""طرح تفکیک جنسیتی در دانشگاه‌ها"" نیازمند زیرساخت‌ها و اعتبارات لازم است، اجرای این طرح را در راستای ایجاد ""تعادل پذیرش دانشجویان دختر و پسر در دانشگاه‌ها"" دانست پنج شنبه ۲۳ تیر ۱۳۹۰ اخبار آرشیوی رئیس دانشگاه سمنان در گفتگو با «نسیم» بدون اعلام موضع نسبت به اجرای طرح تفکیک جنسیتی در دانشگاه‌ها، اعلام کرد؛ این دانشگاه بر اجرای آئین‌نامه عفاف و حجاب تاکید دارد و برای اجرای صحیح این آئین‌نامه از مقالات علمی همایش‌ها استفاده می‌کند چهارشنبه ۲۲ تیر ۱۳۹۰ آیت‌الله علم‌الهدی، امام جمعه مشهد: برخی مدیران و مسئولان در مقابل مسأله بی‌حجابی، حالت لَختی و سنگینی گرفته‌اند/ مسأله ارتباط محرم و نامحرم امروزه حتی در قشر متدین خیلی عادی و معمولی شده است شنبه ۱۸ تیر ۱۳۹۰ حجت‌الاسلام علیرضا پناهیان: دانشگاه برای اجرای طرح تفکیک جنسیتی آماده نیست/ این طرح نباید به صورتی اجرا شود که افکار عمومی نسبت به آن واکنش نشان دهد جمعه ۱۷ تیر ۱۳۹۰"
حنبلی,موحدی کرمانی ضمن تذکر دادن به برخی از  حوزه‌های علمیه گفت: آن بخشی از حوزه‌های علمیه که مدیریت حوزه‌های سراسر  کشور را برعهده دارند٬ باید نظارت کاملی بر محتوای کتب درسی حوزه‌های علمیه  اهل تسنن داشته باشد٬ تا تحت این نظارت‌ها موفق بشوند با مذاهبی که خود  دارند نظیر شافعی، حنبلی و مالکی و
سیه,گرفته تا فیلم بازجویی آنها را منتشر کنید تا سیه
