word,sentence
گند,کد خبر: ۱۳۲۹۲۱   تاریخ انتشار: ۱۳۹۶/۰۳/۱۳ نان بى نصیب از خودکفایى گند منطقه و اروپایى داده که رئیس اتحادیه نانوایان سنگک علت
انباشتن,طيف هاي سياسي بد مي فهمند اگر خيال مي كنند با متهم كردن يكديگر و انباشتن فضاي سياسي از انبوه اتهامات، نزد افكار عمومي احترام و اعتبار پيدا مي كنند
واداشتن,نمونه بارز آن ها ترغیب و واداشتن افراد به رقابت با یکدیگر است
واداشتن,نمونه بارز آن ها ترغیب و واداشتن افراد به رقابت با یکدیگر است
بلندکردن,همچنین پای فردی که بخاطر درد، در بلندکردن بخش ساق پا و خم کردن زانو ناتوان عمل می کند، بهتر است توسط پزشک متخصص مورد معاینه قرار گیرند
خمار,د‌‌‌‌‌یگری خمار است و مانند‌‌‌‌‌ جنینی د‌‌‌‌‌ر شکم ماد‌‌‌‌‌ر خود‌‌‌‌‌ش را جمع کرد‌‌‌‌‌ه و بی‌تابی‌اش را با آفتاب تند‌‌‌‌‌ تابستان تقسیم مي‌کند‌‌‌‌‌
خمار,اگر ماد‌‌‌‌‌ر د‌‌‌‌‌ارد‌‌‌‌‌ اینجا چکار مي‌کند‌‌‌‌‌، وسط پارک شوش و کنار این همه کارتن‌خواب نشئه و خمار؟   همین طور اشک مي‌ریزد‌‌‌‌‌ و د‌‌‌‌‌لش نمي‌خواهد‌‌‌‌‌ با من حرف بزند‌‌‌‌‌
خمار,-پیش‌خرید‌‌‌‌‌؟ مگه خونه س که پیش خرید‌‌‌‌‌ بشه؟ بچه را چطور پیش خرید‌‌‌‌‌ مي‌کنند‌‌‌‌‌؟   گفت: یکبار که شهره خیلی خمار بود‌‌‌‌‌ یک نفر د‌‌‌‌‌ر ازای پول مواد‌‌‌‌‌، بچه شهره را پیش خرید‌‌‌‌‌ کرد‌‌‌‌‌ و قرار شد‌‌‌‌‌ وقتی بچه به د‌‌‌‌‌نیا اومد‌‌‌‌‌؛ شهره بچه را تحویل بد‌‌‌‌‌ه
خواباندن,درمان: خواباندن بيمار به پشت و بالا نگه داشتن اندام تحتاني، خنك كردن بدن و تجويز مايعات
درخشیدن,کد خبر: ۱۷۷۴۱۳   تاریخ انتشار: ۱۳۹۴/۱۰/۲۷ از سینما فراری نشوند در بزرگسالی فرصت خوبی برای درخشیدن
سیه,وقتی که جواز دفنش امضا کردند وز مردن او دو دیده دریا کردند طبق وصیتش که دایم می گفت در خاک سیه عنیس بابا کردند در مجری کهنه اش به خط بابا یک نامه عاشقانه پیدا کردند این یادگار دوستی یک زن مسنی است که سال ها است که شوهرش فوت کرده است و نامه ای عاشقانه که در دوران جوانی خود با شوهرش رد و بدل کرده بود را پیدا می کنند
فکرکردن,نمی‌توان گفت که فکرکردن قبل از انجام عمل که یکی از پیش‌نیازهای وجدان سالم است، همان خوش‌بینی محسوب می‌شود
ساییدن,دندان قروچه کردن به هم ساییدن دندان ها در خواب دو دلیل دارد
فراش,چهره‌ هایی که از تجدید فراش خسته نمی‌شوند! دل باختن، نامزد شدن و ازدواج کردن
ساییدن,دندان قروچه کردن  به هم ساییدن دندان ها در خواب دو دلیل دارد
نخودی,اما این وسط، چربی‌های ترانس هم مثل نخودی وارد روغن می‌شوند
علفی,قایق‌ موتوری‌های رنگ و رو رفته‌شان شده بود ابزار خیس کردن خارهای بیابانی که از بی‌علفی غذای گاوهای مردم منطقه شده بود
جداشدن,جداشدن دو فراکسیون نمایندگان ولایی و مستقلین از یکدیگر این
دریافتن,گام‌های بعدی دریافتن این امر خواهد بود که آیا این ژن نقش  مشابهی در ابتلای زنان به سرطان سینه بازی خواهد کرد یا نه و اینکه آیا  داروهایی می‌توانند تولید شوند که مولکول‌های مشکل‌دار را مورد حمله قرار  دهند یا خیر
واداشتن,حمله نظامی آمریکا به سوریه یا به تسلیم واداشتن جمهوری اسلامی ایران در منطقه جزو آرزوهای ارتجاع عرب است
جداشدن,اما به هر حال متأسفانه نمي‌توان جلوي مرگ‌ومير اوليه اين ويروس‌ها را گرفت چون هيچ‌وقت نمي‌دانيم كه قرار است چه ويروسي سر برسد اما ايمونولوژيست‌ها به محض جداشدن ويروس از بافت يا خون، آن را آناليز كرده و شروع به ساخت پادزهرهاي آنها مي‌كنند
ارام,به گزارش صبحانه ،ارام جعفری با انتشار عکس زیر نوشت: عاشق این هوای قشنگم منبع : فردا
پیچاندن,حالا شما با پیچاندن چوب‌لباسی، بقیه طول 2سیم را به‌هم بپیچانید
پیچاندن,برای مورد اول، از باقیمانده سیم‌های دولا شده، یک تکه 30 سانتی‌متری ببرید، سپس 20سانتی‌متر در قسمت وسط سیم علامت‌گذاری کرده و دو طرف آن را با پیچاندن به دور یک خودکار به صورت حلقه درآورید
انباشتن,انباشتن خانه با 10 میلیارد ریال کالای دزدی تاریخ انتشار : شنبه ۱۳ آذر ۱۳۹۵ ساعت ۱۶:۴۱ فرمانده انتظامی فارس اعلام کرد: ماموران انتظامی استان، دزدانی را که نزدیک به 10 میلیارد ریال جنس دزدیده بودند و در یک منزل در شهرستان کازرون انبار می کردند، دستگیر کردند
واداشتن,آيا كشورهايي كه مدعي داشتن حكومت دموكراتيك‌اند، موفق به ايجاد شرايطي شده‌اند كه اين امر تحقق پذيرد و در نتيجه قابليت‌ها و ظرفيت‌هاي انساني تك‌تك اعضاي جامعه رشد و تكامل يابد و به شكوفايي رسد؟ اگر اين «هدف غايي» تاكنون به تحقق نپيوسته، به سبب آن است كه نظام‌هاي حاكم در اين كشورها نه‌تنها چنين هدفي را دنبال نكرده‌اند و نمي‌كنند بلكه مانند همه نظام‌هاي سياسي، در پي انجام رسالت اصلي خود، يعني استقرار و استحكام قدرت‌اند؛ قدرت مضاعف «واداشتن» و «باز داشتن» و تحكيم «روابط قدرت» براساس اصل مالكيت
نخودی,بهروز جوان خوش ذوقی است که خانواده نخودی را طراحی
