word,sentence
چهارپاره,به تاریخ بیست و دویم شهر شعبان[1274]: در صحرای کن در نهر مرحوم حاجی میرزا آقاسی نشستند، یک بز آهو را آهوگردان آورد و به شانزده قدم راه با چهارپاره زدند- قریب به صد قدم راه دوید، رفت و افتاد و به دست مبارک ذبح کردند
چهارپاره,به تاریخ چهارم شهر رمضان[ 1274]: در قرق دولاب، یک بز آهوی بسیار درشت را با چهارپاره در کومه به دست مبارک زدند، قریب به سی و هفت قدم راه بود، قدری دوید، افتاد
چهارپاره,به تاریخ دوازدهم شهر ذی‌قعده[ 1274]: در شهرستانک در دره پشت سراپرده، یک بزغاله به کمین با چهارپاره قریب به شصت قدم راه زدند، سر تیر افتاد
چهارپاره,به تاریخ شهر ذی‌حجه[ 1274]: در شهرستانک دو شکار زده شد؛ اول در قلعه البرز یک تکه را با چهارپاره زدند زخمی شد، با کله شکار آمد، پهلوی چشمه بزرگ میان کمر اطرافش را پیاده گرفت، آن تکه را با چهارپاره زدند که از کمر غلت زنان رفت تا پایین کمر، پیاده‌ها گرفتند، سرش را بریدند- دویم یک تکه پنج سال دیگر را هم با گلوله قریب به چهارصد قدم راه بود زدند، از کمر افتاد،زیرکمر پیاده‌ها سرش را بریدند- ماشاءالله از تیرهای شاهانه بود
چهارپاره,سال یونت‌ئیل سنه 1275 نهم شهر صفرالمظفر [1275]: در کوه پشت مسگرآباد جرگه بسته شد، اول یک بزغاله را با چهارپاره به سی‌وچهار قدم راه زدند که با دود تفنگ غلتید
چهارپاره,دویم یک بز بسیار بزرگ سرگل خوب آمد، آن‌را هم با چهارپاره به شصت قدم راه زدند که غلت‌زنان آمد تا پایین دره
چهارپاره,به تاریخ هشتم شهر ربیع‌الاخر[1275]: که این غلام دره پشت کن را جرگه بسته بودم، سه شکار زده شد؛ اول یک بزغاله با چهارپاره زده شد، قریب به بیست قدم راه
چهارپاره,دویم یک بز دیگر را با چهارپاره قریب به هفتاد قدم راه بود، زدند
چهارپاره,سیم یک بز دیگر رفته بود میان سوراخ کمر پنهان شده بود، موسی شکارچی رفت بیرون، آورد، قریب به چهارصد قدم راه بود که گلوله زدند، زخم‌دار شد، از آن کمر دوان دوان آمد، تا اینکه به پنجاه قدم رسید، دوباره با چهارپاره زدند، که همان جا خوابید
چهارپاره,تشریف بردند بزنند، از کمر درآمد از برای کمر دیگر پرید که به روی هوا با چهارپاره زدند، افتاد
چهارپاره,به تاریخ بیست ودویم شهر جمادی‌الآخر [1275]: [در] دره ازگی جرگه بسته شد، چهار شکار زدند: اول یک بز با چهارپاره به هشتاد قدم راه زدند، سرجایش خوابید- دویم یک بزغاله را قریب به بیست‌وپنج قدم راه زدند، که دود تفنگ معدوم شد- سیم یک بز نوبند را هم به دویست قدم راه بود، در کمال تاخت باگلوله زدند
چهارپاره,ماشاءالله بسیار تیر خوبی بود، الحق سرجایش غلتید- چهارم یک تکه هفت سال رفته بود در چاک کمر پنهان شد[ه بود] آن را هم قریب به پنجاه قدم راه بود، که با چهارپاره زدند، قدری دوید، با تیر دیگر زدند افتاد
چهارپاره,[سال 1276] به تاریخ شهر ربیع‌الاخر[1276]: [در] دره پشت کن جرگه بسته شد، یک بز را با چهارپاره قریب به هفتاد قدم راه زدند، سر تیر خوابید
چهارپاره,[ایضا] به تاریخ شهر ربیع‌الاخر[1276]: پشت دولاب، یک بز آهو را با چهارپاره زدند، پایش شکست، به قدر نیم فرسخ راه اسب دواندند، دوباره در پشت اسب یک تیر با چهارپاره زدند، افتاد و با دست مبارک ذبح فرمودند
چهارپاره,به تاریخ جمعه چهارم جمادی‌الآخر [1276]: تشریف بردند به جاجرود به تاریخ جمعه چهارم جمادی‌الآخر، سر راه کوه کوچک پشت توچال را جرگه بسته شد- یک بز دو ساله که [به] نوبند مشهور است، با چهارپاره قریب به هفتاد قدم هشتاد قدم راه بود زدند که از یال برگشت رفت میان غلام‌های حسین‌خان افشار، گرفتند، به حضور مبارک آوردند، از عقب چهارپاره خورده بود
چهارپاره,سه‌شنبه هشتم جمادی‌الآخر[ 1276]: کوه زیرچال جرگه بسته شد، سه شکار زدند: اول یک تکه بسیار بزرگ 9 سال که به قدر یک یابو بود- پانصد، ششصد قدم را به تاخت می‌رفت که از عقب تفنگ صدا کرد، از جایش حرکت نکرد و غلتید، ماشاءالله تیر شاهانه بود، قوه هیچ‌کس نیست، الحق از دور کمرش گلوله گرفته بود- دویم یک بز را قریب به دویست قدم راه زدند، با دود تفنگ غلتید- سیم یک چپش هم در کمر پنهان شده بود- با چهارپاره زدند که همان سر جایش خوابید
چهارپاره,سال پیچی ئیل سنه 1276 به تاریخ هیجدهم شهر شعبان1276: قبله عالم روحنا فداه هنگام رفتن قشون تشریف بردند بیرون ملاحظه فرمایند قشون را، در مراجعت دو بز آهو با چهارپاره به دست مبارک زدند- بز اولی پنجاه وپنج قدم راه بود- بز دویمی چهل و سه قدم راه بود- به تاریخ دوشنبه بیست و چهارم شهر شعبان1276: تشریف فرمای آهو گردانی قورق پشت دولاب شدند، یک بزآهو را با چهارپاره قریب به ششصد قدم راه می‌شد، زدند- سر تیر غلتید
چهارپاره,به تاریخ بیست و نهم شهر شعبان روز دوشنبه [29] 1276: چهارساعت به غروب مانده سوار شدند، در قرق دولاب یک تکه آهوی هفت ساله درشت، زیاد مقبول در کومه، به سی و پنج قدم راه، با چهارپاره زدند، قریب به پانصد قدم راه رفت، افتاد، الحق شکار به این زودی نشده، از وقتی‌که از جاده سوا شدند، تا زمانی که شکار را زدند و مراجعت فرمودند، یک ساعت بیشتر نشد
چهارپاره,به تاریخ جمعه ششم شهر رمضان1276: چهار شکار زدند: اول دوآهو در ماهور خوابیده بود، به کمین تشریف بردند، یکی را با لوله اول زدند، سرتیر افتاد، یکی را با لوله دویم، یکی آخری به قدر یک میدان راه رفت، خوابید- قبله عالم روحنا فداه به قدر چهل قدم راه تشریف بردند تیر دیگر با چهارپاره زدند از جایش حرکت نکرد- دویم یک بزآهو را بالای سه‌تپه، به کمین خود تنها تشریف بردند، به قدر شصت قدم راه بود، با چهارپاره زدند، افتاد، به قدر دودقیقه بعد پاشد فرار کرد- سیم در آهوگردانی یک بزآهو را با چهارپاره زدند به قدر پنجاه قدم راه بود که با دود تفنگ غلتید
چهارپاره,به تاریخ دوشنبه نهم شهر رمضان1276: تشریف‌فرمای آهوگردانی شدند، دو شکار زدند: اول پیش از ظهر در کومه بیست و پنج قدم راه بود، یک تکه هفت سال بسیار مقبول درشت را با چهارپاره زدند، دود تفنگ بلند شد، تکه از جایش حرکت نکرد
چهارپاره,به تاریخ چهارشنبه دوازدهم شهر رمضان1276: پنج ساعت به غروب مانده تشریف‌فرمای آهو گردانی قرق دولاب شدند، یک بزآهو را به پنجاه و شش قدم راه با چهارپاره زدند، زخم‌دار شد- آن روز را گیر نیامد، فردا عالی جاه مصطفی‌قلی‌خان رفته پیدا کرده، به حضور مبارک آورد- ایضا روز چهارشنبه12 رمضان یک بزآهوی دیگر را با چهارپاره به شصت و چهار قدم راه زدند که سر تیر خوابید، با دود تفنگ ماشاءالله
